price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,sale_year,sale_month,sale_quarter,zipcode,city_encoded,house_age,was_renovated,years_since_reno,total_rooms,basement_flag,living_lot_ratio,price_per_sqft_est
13.527829818844937,3.0,1.75,2240,10578,2.0,0,0,5,1550,690,1923,0,2014,5,2,98115,579837.4672823235,91,0,91.0,4.75,1,0.21174024009830797,0.21174024009830797
12.983103608918753,4.0,1.0,1450,8800,1.0,0,0,4,1450,0,1954,1979,2014,5,2,98006,847180.6629953356,60,1,35.0,5.0,0,0.1647540052266788,0.1647540052266788
13.347107247525049,3.0,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0,2014,5,2,98102,579837.4672823235,9,0,9.0,5.25,1,1.112523839796567,1.112523839796567
13.325305854052747,4.0,2.5,2730,12261,2.0,0,0,3,2730,0,1991,0,2014,5,2,98011,481441.8939393939,23,0,23.0,6.5,0,0.22263904746370902,0.22263904746370902
13.112315061750808,4.0,1.75,1600,6380,1.0,0,0,3,1130,470,1959,1989,2014,5,2,98125,579837.4672823235,55,1,25.0,5.75,1,0.2507443974298699,0.2507443974298699
12.560247968016562,3.0,2.5,2090,10834,1.0,0,0,4,1360,730,1987,0,2014,5,2,98003,289887.70398969593,27,0,27.0,5.5,1,0.19289340101522842,0.19289340101522842
13.329379172803593,3.0,1.75,2360,7291,1.0,0,0,4,1360,1000,1948,0,2014,5,2,98136,579837.4672823235,66,0,66.0,4.75,1,0.3236423477783873,0.3236423477783873
13.455975814408239,4.0,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,2014,5,2,98033,651583.5919080962,94,0,94.0,6.25,1,0.19553817438449916,0.19553817438449916
13.42246945133505,5.0,2.5,2820,67518,2.0,0,0,3,2820,0,1979,2014,2014,5,2,98029,596163.7474747486,35,1,0.0,7.5,0,0.04176602141619396,0.04176602141619396
13.579789490265188,3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,2014,5,2,98117,579837.4672823235,63,1,15.0,5.5,1,0.5472532098505578,0.5472532098505578
12.854486546624395,4.0,1.75,1560,8700,1.0,0,0,4,1560,0,1967,0,2014,5,2,98034,651583.5919080962,47,0,47.0,5.75,0,0.1792897368118607,0.1792897368118607
13.122265372602016,4.0,2.5,2860,3345,2.0,0,0,3,2190,670,2004,2003,2014,5,2,98072,609565.0217391305,10,1,11.0,6.5,1,0.8547519426180514,0.8547519426180514
13.384729180332174,4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,2014,5,2,98115,579837.4672823235,69,1,4.0,6.0,1,0.3639272145570886,0.3639272145570886
13.345508528717259,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,2014,5,2,98155,420392.3640469756,0,0,0.0,6.5,0,0.3353549768105601,0.3353549768105601
12.899222326086994,4.0,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,2014,2014,5,2,98092,299340.44276556815,35,1,0.0,6.5,1,0.08464498076250437,0.08464498076250437
13.311331132544721,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,2014,5,2,98023,289887.70398969593,19,0,19.0,5.5,0,0.09773166023166023,0.09773166023166023
12.994532278619134,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,2014,5,2,98107,579837.4672823235,70,0,70.0,3.0,0,0.16491445062873633,0.16491445062873633
12.567937598044296,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,2014,5,2,98038,336474.9118055521,22,0,22.0,6.0,1,0.09265287724745831,0.09265287724745831
12.90669432231532,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,2014,5,2,98166,506793.05555555556,57,0,57.0,5.0,1,0.14960690023662315,0.14960690023662315
13.527829818844937,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,2014,5,2,98116,579837.4672823235,59,1,5.0,5.5,1,0.3648297969775607,0.3648297969775607
12.721888795877375,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,2014,5,2,98024,692681.8181818182,36,1,14.0,5.25,0,0.09743463246176616,0.09743463246176616
12.468440756144114,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,2014,5,2,98055,377040.9663290205,40,0,40.0,6.0,0,0.17157431022490147,0.17157431022490147
12.639480363813412,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,2014,5,2,98155,420392.3640469756,64,1,31.0,3.0,0,0.13765182186234817,0.13765182186234817
12.99441863605669,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,2014,5,2,98116,579837.4672823235,24,1,5.0,5.5,0,0.6154381084840056,0.6154381084840056
12.367345048436391,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,2014,5,2,98106,579837.4672823235,65,0,65.0,3.0,0,0.12870971173279439,0.12870971173279439
12.660331092405906,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,2014,5,2,98077,609565.0217391305,46,1,17.0,4.0,0,0.12634789238645028,0.12634789238645028
12.988834270491479,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,2014,5,2,98027,596163.7474747486,37,0,37.0,5.25,0,0.056123757157915725,0.056123757157915725
12.917798665647773,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,2014,5,2,98059,377040.9663290205,18,0,18.0,5.5,0,0.18449479017302362,0.18449479017302362
13.007403602593786,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,2014,5,2,98107,579837.4672823235,13,0,13.0,5.5,0,1.0753598645215918,1.0753598645215918
13.63877457278093,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,2014,5,2,98052,667649.5347812298,13,0,13.0,6.5,0,0.07697853438452057,0.07697853438452057
13.353476685668044,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,2014,5,2,98027,596163.7474747486,14,0,14.0,6.75,0,0.07269703310263426,0.07269703310263426
13.217675375388819,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,2014,5,2,98075,686917.5835323657,35,1,0.0,4.75,0,0.08266810601971535,0.08266810601971535
13.598598798635953,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,2014,5,2,98115,579837.4672823235,85,0,85.0,5.0,1,0.6020884247944901,0.6020884247944901
12.556733038263905,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,2014,5,2,98014,508751.95454545453,46,1,17.0,4.75,0,0.07790858725761773,0.07790858725761773
13.060490101343552,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,2014,5,2,98011,481441.8939393939,38,0,38.0,7.5,1,0.22887323943661972,0.22887323943661972
12.971542813248437,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,2014,5,2,98006,847180.6629953356,60,1,35.0,5.5,1,0.19198080191980801,0.19198080191980801
13.105219253155285,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997,2014,5,2,98092,299340.44276556815,46,1,17.0,5.75,0,0.017456736785887942,0.017456736785887942
13.573440270649085,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,2014,5,2,98065,536305.2957746478,8,0,8.0,8.25,0,0.3051017005668556,0.3051017005668556
12.861001210669146,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,2014,5,2,98199,579837.4672823235,6,0,6.0,6.25,1,0.9939759036144579,0.9939759036144579
12.59473402514672,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,2014,5,2,98106,579837.4672823235,5,0,5.0,4.5,1,1.1906501095690285,1.1906501095690285
13.22672519452875,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,2014,5,2,98065,536305.2957746478,2,1,102.0,6.5,0,0.5091524380864483,0.5091524380864483
13.038962203056485,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,2014,5,2,98045,399565.70666666003,1,1,91.0,5.5,0,0.48375451263537905,0.48375451263537905
13.345508528717259,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0,2014,5,2,98059,377040.9663290205,7,0,7.0,7.25,1,0.05054151624548736,0.05054151624548736
12.611541086966115,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,2014,5,2,98042,439492.44464821625,8,0,8.0,5.5,0,0.5028707186695703,0.5028707186695703
13.345508528717259,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912,2014,5,2,98059,377040.9663290205,2,1,102.0,6.75,0,0.4420224038752649,0.4420224038752649
13.223115088821102,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,0,2014,5,2,98117,579837.4672823235,70,0,70.0,3.0,0,0.1799640071985603,0.1799640071985603
12.847613324763659,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,2014,5,2,98027,596163.7474747486,28,0,28.0,5.5,1,0.11739594450373532,0.11739594450373532
12.644330802262578,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,2014,5,2,98065,536305.2957746478,41,0,41.0,4.0,0,0.10154836115021114,0.10154836115021114
13.560619598657233,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003,2014,5,2,98053,667649.5347812298,10,1,11.0,4.5,0,0.3625050723657514,0.3625050723657514
12.807655372286902,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,2014,5,2,98058,377040.9663290205,26,0,26.0,5.5,1,0.29927900965854987,0.29927900965854987
12.712742646644651,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009,2014,5,2,98092,299340.44276556815,24,1,5.0,6.5,1,0.25468089389973825,0.25468089389973825
13.571527617101584,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,2014,5,2,98122,579837.4672823235,34,0,34.0,5.5,1,0.39966344131257886,0.39966344131257886
13.350297037805756,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005,2014,5,2,98122,579837.4672823235,114,1,9.0,6.0,1,0.3793046082182665,0.3793046082182665
13.235693848424024,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,2014,5,2,98074,686917.5835323657,27,1,14.0,5.5,0,0.21726700971983992,0.21726700971983992
13.710151153416941,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954,2014,5,2,98033,651583.5919080962,86,1,60.0,4.0,0,0.017057186461980428,0.017057186461980428
13.182519183461475,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,2014,5,2,98103,579837.4672823235,14,0,14.0,5.0,1,1.0799319727891157,1.0799319727891157
13.630386277206295,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,2014,5,2,98112,579837.4672823235,32,1,3.0,7.0,1,0.5423644088977756,0.5423644088977756
13.567050480716235,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,2014,5,2,98074,686917.5835323657,18,0,18.0,6.5,0,0.2655125461972379,0.2655125461972379
13.534474352733596,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,2014,5,2,98005,847180.6629953356,54,1,13.0,6.5,1,0.20778202489463884,0.20778202489463884
13.466493361349034,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,2014,5,2,98029,596163.7474747486,11,0,11.0,5.5,0,0.5732044198895028,0.5732044198895028
13.348703414510117,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,2014,5,2,98027,596163.7474747486,41,1,1.0,6.25,1,0.2580059639569558,0.2580059639569558
13.670485941982712,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,2014,5,2,98075,686917.5835323657,16,1,8.0,7.0,0,0.3729910037400182,0.3729910037400182
13.270785106659046,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,2014,5,2,98118,579837.4672823235,72,0,72.0,3.0,1,0.36280531352663903,0.36280531352663903
12.923914877701906,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,2014,5,2,98027,596163.7474747486,36,1,14.0,5.25,1,0.049039640375970577,0.049039640375970577
13.091906231773164,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,2014,5,2,98034,651583.5919080962,35,0,35.0,7.0,1,0.331961980422755,0.331961980422755
12.899222326086994,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,2014,5,2,98155,420392.3640469756,66,0,66.0,3.75,0,0.22163865546218486,0.22163865546218486
13.215855541983634,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,2014,5,2,98112,579837.4672823235,106,0,106.0,3.0,0,0.21107202369931494,0.21107202369931494
13.3374763699232,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,2014,5,2,98033,651583.5919080962,9,0,9.0,4.75,0,0.6770356816102471,0.6770356816102471
12.91164481522143,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,2014,5,2,98136,579837.4672823235,8,0,8.0,5.0,1,1.1361804995970992,1.1361804995970992
12.354496960983985,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,2014,5,2,98198,304992.54679803445,56,1,42.0,3.0,0,0.1488095238095238,0.1488095238095238
13.593450169816983,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,2014,5,2,98033,651583.5919080962,24,0,24.0,7.5,0,0.23031795466067936,0.23031795466067936
13.384729180332174,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,2014,5,2,98177,579837.4672823235,65,1,29.0,4.5,1,0.23997333629596712,0.23997333629596712
13.620712694725297,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,2014,5,2,98122,579837.4672823235,106,0,106.0,7.75,1,0.5838832233553289,0.5838832233553289
13.554147092530322,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,2014,5,2,98112,579837.4672823235,75,1,25.0,5.0,1,0.4122083844939484,0.4122083844939484
13.169248871698304,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,2014,5,2,98199,579837.4672823235,70,0,70.0,4.75,1,0.2825575076978808,0.2825575076978808
13.201407432744421,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,2014,5,2,98006,847180.6629953356,54,1,13.0,7.75,1,0.32514536608520234,0.32514536608520234
13.415034483903348,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,2014,5,2,98105,579837.4672823235,105,1,16.0,5.5,0,0.8395802098950524,0.8395802098950524
12.860741437345885,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,2014,5,2,98023,289887.70398969593,46,1,17.0,7.5,1,0.24233393459336522,0.24233393459336522
12.91435717611903,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,2014,5,2,98103,579837.4672823235,9,0,9.0,5.25,0,1.0577644411102776,1.0577644411102776
14.148405690083225,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,2014,5,2,98105,579837.4672823235,43,0,43.0,8.5,1,0.4711549759135237,0.4711549759135237
13.509665872657152,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,2014,5,2,98059,377040.9663290205,14,0,14.0,6.5,0,0.1451723350833143,0.1451723350833143
13.25339339419516,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,2014,5,2,98052,667649.5347812298,39,0,39.0,5.25,1,0.33494417597067155,0.33494417597067155
13.575984798046763,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,2014,5,2,98004,847180.6629953356,53,1,10.0,4.75,0,0.1773096920410612,0.1773096920410612
12.700771936142122,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,2014,5,2,98092,299340.44276556815,16,1,8.0,6.5,0,0.36455929856945085,0.36455929856945085
12.983103608918753,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,2014,5,2,98133,579837.4672823235,72,1,56.0,7.0,1,0.1991126501460881,0.1991126501460881
13.120363378739663,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,2014,5,2,98065,536305.2957746478,8,0,8.0,6.5,0,0.44907407407407407,0.44907407407407407
13.124363376072994,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,2014,5,2,98008,847180.6629953356,51,1,6.0,5.0,1,0.2752659574468085,0.2752659574468085
13.901689171636098,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,2014,5,2,98053,667649.5347812298,22,0,22.0,6.5,0,0.030655995931370125,0.030655995931370125
12.899222326086994,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,2014,5,2,98136,579837.4672823235,59,1,9.0,3.0,0,0.15242242787152968,0.15242242787152968
12.301387370778713,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0,2014,5,2,98023,289887.70398969593,43,0,43.0,5.5,0,0.1291532132069576,0.1291532132069576
13.395593014723183,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011,2014,5,2,98103,579837.4672823235,90,1,3.0,5.0,1,0.3277528884697005,0.3277528884697005
12.644169499451689,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0,2014,5,2,98038,336474.9118055521,8,0,8.0,6.75,0,0.46190761847630474,0.46190761847630474
12.611541086966115,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0,2014,5,2,98019,403994.12698411907,28,0,28.0,5.0,0,0.10423905489923559,0.10423905489923559
13.172845442834628,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0,2014,5,2,98027,596163.7474747486,54,0,54.0,6.75,1,0.035478260869565216,0.035478260869565216
13.51440681653079,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,2014,5,2,98119,579837.4672823235,112,0,112.0,5.75,0,0.5581782838100527,0.5581782838100527
12.73670383776449,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,2014,5,2,98034,651583.5919080962,52,0,52.0,6.0,0,0.12412723041117145,0.12412723041117145
12.896092440915037,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005,2014,5,2,98144,579837.4672823235,60,1,9.0,5.5,0,0.5573606598350412,0.5573606598350412
12.235636302128867,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,0,2014,5,2,98168,348947.2484985,70,0,70.0,3.0,0,0.1131442938957955,0.1131442938957955
13.845070331079134,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,2014,5,2,98006,847180.6629953356,38,0,38.0,7.75,1,0.18852313693044145,0.18852313693044145
13.304686600863562,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,2014,5,2,98075,686917.5835323657,38,1,22.0,4.75,0,0.042129162462159433,0.042129162462159433
12.84779757601972,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0,2014,5,2,98133,420392.3640469756,54,0,54.0,5.75,1,0.20979765708200213,0.20979765708200213
12.567240979056246,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,2014,5,2,98118,579837.4672823235,61,1,31.0,4.0,0,0.2416263956007332,0.2416263956007332
12.644169499451689,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0,2014,5,2,98055,377040.9663290205,20,0,20.0,5.5,0,0.2398265084832249,0.2398265084832249
13.304686600863562,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,2014,5,2,98115,579837.4672823235,69,0,69.0,4.75,1,0.2955510139915108,0.2955510139915108
12.94323910384853,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,2014,5,2,98103,579837.4672823235,84,0,84.0,5.0,0,0.23379207428287183,0.23379207428287183
13.015337030575438,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,2014,5,2,98133,579837.4672823235,86,1,44.0,6.0,0,0.38491547464239273,0.38491547464239273
12.706699437569211,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,2014,5,2,98133,579837.4672823235,65,1,29.0,3.0,0,0.21710150447533802,0.21710150447533802
12.409017571151187,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,2014,5,2,98001,299340.44276556815,30,0,30.0,4.75,1,0.20629633609111422,0.20629633609111422
13.215855541983634,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,2014,5,2,98059,377040.9663290205,6,0,6.0,6.5,0,0.45906294368196876,0.45906294368196876
13.592368256649284,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,2014,5,2,98075,686917.5835323657,20,0,20.0,5.5,0,0.4123186561466022,0.4123186561466022
12.429020177633873,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,2014,5,2,98059,377040.9663290205,56,1,42.0,5.0,0,0.10305165879928196,0.10305165879928196
12.25486757159303,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,2014,5,2,98198,304992.54679803445,58,1,13.0,7.0,1,0.20096069012841877,0.20096069012841877
14.169683073439028,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,2014,5,2,98112,579837.4672823235,14,0,14.0,4.5,0,0.5548612846788303,0.5548612846788303
13.279368835614243,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,2014,5,2,98117,579837.4672823235,65,1,16.0,3.0,1,0.2048374030783474,0.2048374030783474
13.329379172803593,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,2014,5,2,98052,667649.5347812298,37,0,37.0,5.75,1,0.19656439620545252,0.19656439620545252
13.335054087628247,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,2014,5,2,98115,579837.4672823235,72,1,32.0,5.0,1,0.3599280143971206,0.3599280143971206
13.09722196411799,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,2014,5,2,98034,651583.5919080962,37,1,10.0,5.75,1,0.21819366044290056,0.21819366044290056
13.141971868210181,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,2014,5,2,98027,596163.7474747486,4,0,4.0,5.5,0,0.6627175120325806,0.6627175120325806
13.356052725810846,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,2014,5,2,98117,579837.4672823235,0,0,0.0,6.5,0,0.3668069753457607,0.3668069753457607
13.22672519452875,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,2014,5,2,98027,596163.7474747486,5,0,5.0,5.5,0,0.6039850560398505,0.6039850560398505
12.73670383776449,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,2014,5,2,98144,579837.4672823235,13,0,13.0,3.5,0,0.8061153578874218,0.8061153578874218
13.629182184591333,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,2014,5,2,98052,667649.5347812298,7,0,7.0,6.5,0,0.3507685958939441,0.3507685958939441
13.698977865303197,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,2014,5,2,98027,596163.7474747486,8,0,8.0,8.25,1,0.7685619892192662,0.7685619892192662
12.812438422654544,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,2014,5,2,98125,579837.4672823235,6,0,6.0,6.0,0,0.7784935579781962,0.7784935579781962
12.936036208848487,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,2014,5,2,98029,596163.7474747486,4,0,4.0,5.25,1,1.6216216216216217,1.6216216216216217
12.939130205215296,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,2014,5,2,98115,579837.4672823235,9,0,9.0,5.5,0,1.4222222222222223,1.4222222222222223
13.077368103521614,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,2014,5,2,98056,377040.9663290205,7,0,7.0,5.5,0,0.6701940035273368,0.6701940035273368
13.698977865303197,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,2014,5,2,98027,596163.7474747486,8,0,8.0,8.5,1,0.7482086318946842,0.7482086318946842
12.946081942292848,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,2014,5,2,98029,596163.7474747486,0,0,0.0,4.5,0,1.1142256482130344,1.1142256482130344
